id	north	south	east	west	high	low	name	scientific_name
1	39.2307	39.2217	-123.762	-123.774	100	0	Albion, California, USA	USA, California, Albion
2	34.22	34.15	-118.29	-118.37	294	148	Burbank, California, USA	USA, California, Burbank
3	39.6272	39.6226	-120.614	-120.62	NULL	NULL	Mitrula Marsh, Tahoe National Forest, Sierra Co., California, USA	USA, California, Sierra Co., Tahoe National Forest, Mitrula Marsh
4	38.5923	38.5584	-123.283	-123.343	100	0	Salt Point State Park, Sonoma Co., California, USA	USA, California, Sonoma Co., Salt Point State Park
5	38.7868	38.7597	-123.519	-123.557	100	0	Gualala, California, USA	USA, California, Gualala
6	42.876	42.4701	-80.8044	-81.8179	NULL	NULL	Elgin Co., Ontario, Canada	Canada, Ontario, Elgin Co.
7	41.2125	41.1939	-73.3215	-73.3295	NULL	NULL	Brett Woods, Fairfield Co., Connecticut, USA	USA, Connecticut, Fairfield Co., Brett Woods
8	38.2441	37.9255	-122.709	-123.026	NULL	NULL	Point Reyes National Seashore, Marin Co., California, USA	USA, California, Marin Co., Point Reyes National Seashore
9	38.4582	38.4496	-122.663	-122.671	NULL	NULL	Howarth Park, Santa Rosa, California, USA	USA, California, Santa Rosa, Howarth Park
11	38.2788	38.2055	-122.581	-122.677	NULL	NULL	Petaluma, California, USA	USA, California, Petaluma
12	25.0667	25.0576	-80.4722	-80.4801	5	0	Buttonwood, south Key Largo, Monroe Co., Florida, USA	USA, Florida, Monroe Co., south Key Largo, Buttonwood
13	25.0388	25.0297	-80.496	-80.5059	5	0	Dove Creek Hammock, south Key Largo, Monroe Co., Florida, USA	USA, Florida, Monroe Co., south Key Largo, Dove Creek Hammock
14	25.1811	25.1735	-80.3614	-80.3662	10	0	Port Bougainvillea, north Key Largo, Monroe Co., Florida, USA	USA, Florida, Monroe Co., north Key Largo, Port Bougainvillea
15	24.88	24.8772	-80.6759	-80.6782	5	0	Indian Key, Florida, USA	USA, Florida, Indian Key
16	24.7453	24.6368	-81.3282	-81.4013	10	0	Big Pine Key, Monroe Co., Florida, USA	USA, Florida, Monroe Co., Big Pine Key
17	24.7067	24.6739	-81.3117	-81.3432	5	0	No Name Key, Monroe Co., Florida, USA	USA, Florida, Monroe Co., No Name Key
18	48.6886	48.6445	-122.792	-122.863	NULL	NULL	Moran State Park, San Juan Co., Washington, USA	USA, Washington, San Juan Co., Moran State Park
19	47.9893	47.9868	-122.37	-122.374	NULL	NULL	Clinton, Washington, USA	USA, Washington, Clinton
20	35.6627	35.6462	-83.0384	-83.0598	1400	850	Cabin Cove, Haywood Co., North Carolina, USA	USA, North Carolina, Haywood Co., Cabin Cove
21	38.1464	38.039	-122.486	-122.624	NULL	NULL	Novato, California, USA	USA, California, Novato
22	35.9986	35.7755	-75.5338	-75.6773	20	0	Nags Head, North Carolina, USA	USA, North Carolina, Nags Head
23	37.3472	37.3437	-76.5363	-76.5458	20	0	Whitemarsh, Virginia, USA	USA, Virginia, Whitemarsh
24	34.1359	34.1277	-118.132	-118.141	270	240	Madison Heights, Pasadena, California, USA	USA, California, Pasadena, Madison Heights
25	37.3343	37.326	-122.174	-122.186	670	540	Los Trancos Preserve, Palo Alto, California, USA	USA, California, Palo Alto, Los Trancos Preserve
26	38.9363	38.8031	-119.921	-120.138	2290	1920	South Lake Tahoe, California, USA	USA, California, South Lake Tahoe
27	39.6395	39.5925	-120.526	-120.643	2140	1250	Bassetts, Sierra Co., California, USA	USA, California, Sierra Co., Bassetts
28	34.0285	34.0023	-118.419	-118.449	NULL	NULL	Mar Vista, Los Angeles, California, USA	USA, California, Los Angeles, Mar Vista
29	38.6428	38.4828	-120.251	-120.471	1920	1280	Pipi Valley, El Dorado Co., California, USA	USA, California, El Dorado Co., Pipi Valley
30	34.0173	34.0167	-118.287	-118.29	NULL	NULL	Natural History Museum, Los Angeles, California, USA	USA, California, Los Angeles, Natural History Museum
31	34.1259	34.0986	-118.271	-118.309	NULL	NULL	Los Feliz, Los Angeles, California, USA	USA, California, Los Angeles, Los Feliz
32	41.3873	41.2838	-123.99	-124.074	370	60	Redwood National Park, Orick, California, USA	USA, California, Orick, Redwood National Park
33	34.0068	33.9782	-118.448	-118.49	NULL	NULL	Venice, Los Angeles, California, USA	USA, California, Los Angeles, Venice
34	37.4694	37.4149	-122.141	-122.228	120	22	Menlo Park, California, USA	USA, California, Menlo Park
35	34.1556	34.1087	-118.272	-118.327	NULL	NULL	Griffith Park, Los Angeles, California, USA	USA, California, Los Angeles, Griffith Park
36	33.6588	33.6219	-117.374	-117.484	NULL	NULL	Ortega Highway, Cleveland National Forest, California, USA	USA, California, Cleveland National Forest, Ortega Highway
37	34.0134	34.0126	-118.402	-118.403	NULL	NULL	Culver City Veterans Memorial Hall, Culver City, California, USA	USA, California, Culver City, Culver City Veterans Memorial Hall
38	34.2133	34.2096	-118.802	-118.817	NULL	NULL	Chumash Interpretive Center, Thousand Oaks, California, USA	USA, California, Thousand Oaks, Chumash Interpretive Center
39	40.1783	40.1664	-124.056	-124.07	NULL	NULL	Wilder Ridge, Humboldt Co., California, USA	USA, California, Humboldt Co., Wilder Ridge
40	-36.9772	-36.982	174.922	174.917	NULL	NULL	Murphy's Bush, Murphy's Rd., Manukau City, Auckland, New Zealand	New Zealand, Auckland, Manukau City, Murphy's Rd., Murphy's Bush
41	37.4283	37.3587	-122.05	-122.124	40	15	Mountain View, California, USA	USA, California, Mountain View
42	43.2596	42.7463	-121.94	-122.363	2140	1440	Diamond and Crater Lake, Oregon, USA	USA, Oregon, Diamond and Crater Lake
43	48.0617	48.0516	-123.783	-123.803	185	175	Lake Crescent, Olympic National Park, Clallam Co., Washington, USA	USA, Washington, Clallam Co., Olympic National Park, Lake Crescent
44	38.0133	37.9806	-122.456	-122.506	NULL	NULL	China Camp State Park, Marin Co., California, USA	USA, California, Marin Co., China Camp State Park
45	60.5505	60.4447	-150.092	-150.895	NULL	NULL	near Sterling, Alaska, USA	USA, Alaska, near Sterling
46	61.2412	61.0257	-149.685	-150.051	NULL	NULL	Anchorage, Alaska, USA	USA, Alaska, Anchorage
47	-1.2331	-1.3193	36.8742	36.7403	NULL	NULL	Nairobi, Kenya	Kenya, Nairobi
48	37.467	37.4441	126.948	126.934	NULL	NULL	Gwanak-Gu, Seoul, South Korea	South Korea, Seoul, Gwanak-Gu
49	-34.3434	-47.309	178.594	166.333	3754	0	New Zealand	New Zealand
50	41.4715	40	-123.377	-124.417	2120	0	Humboldt Co., California, USA	USA, California, Humboldt Co.
51	40.819	40.7452	-124.117	-124.198	15	0	Eureka, Humboldt Co., California, USA	USA, California, Humboldt Co., Eureka
53	35.6509	35.5576	-82.4644	-82.632	650	650	Asheville, North Carolina, USA	USA, North Carolina, Asheville
54	38.6175	38.5621	-122.669	-122.716	NULL	NULL	Pepperwood Preserve, Santa Rosa, California, USA	USA, California, Santa Rosa, Pepperwood Preserve
55	38.5659	38.5555	-122.783	-122.798	NULL	NULL	Foothill Regional Park, Windsor, California, USA	USA, California, Windsor, Foothill Regional Park
56	38.3551	38.338	-122.641	-122.656	NULL	NULL	Crane Creek Regional Park, Rohnert Park, California, USA	USA, California, Rohnert Park, Crane Creek Regional Park
57	34.1587	34.1565	-118.283	-118.288	NULL	NULL	DreamWorks Campus, Glendale, California, USA	USA, California, Glendale, DreamWorks Campus
58	37.0243	36.9466	-121.987	-122.088	100	0	Santa Cruz, California, USA	USA, California, Santa Cruz
60	37.0274	37.0074	-122.079	-122.113	NULL	NULL	Gray Whale Ranch, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., Gray Whale Ranch
61	36.8467	35.7955	-120.276	-121.979	NULL	NULL	Monterey Co., California, USA	USA, California, Monterey Co.
62	37.0967	37.0291	-122.217	-122.281	NULL	NULL	Swanton Rd., Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., Swanton Rd.
63	37.1046	37.0086	-122.1	-122.17	NULL	NULL	Bonny Doon, California, USA	USA, California, Bonny Doon
64	34.774	34.7667	126.719	126.704	NULL	NULL	Wolchulsan National Park, South Korea	South Korea, Wolchulsan National Park
65	37.5871	37.5761	126.997	126.988	NULL	NULL	Changdeokgung, Seoul, South Korea	South Korea, Seoul, Changdeokgung
66	-10.9973	-10.9993	-37.0558	-37.0579	NULL	NULL	Hotel Parque dos Coqueiros, Aracaju, Sergipe, Brazil	Brazil, Sergipe, Aracaju, Hotel Parque dos Coqueiros
67	-10.8701	-11.0028	-37.0315	-37.118	50	0	Aracaju, Sergipe, Brazil	Brazil, Sergipe, Aracaju
68	34.2043	34.195	-118.208	-118.217	NULL	NULL	Descanso Gardens, La Crescenta, California, USA	USA, California, La Crescenta, Descanso Gardens
69	34.227	34.2202	-118.253	-118.261	NULL	NULL	Crescenta Valley Community Regional Park, La Crescenta, California, USA	USA, California, La Crescenta, Crescenta Valley Community Regional Park
70	37.0204	37.0019	-122.053	-122.08	NULL	NULL	Marshall Fields, University of California Santa Cruz, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., University of California Santa Cruz, Marshall Fields
71	37.0072	36.9581	-121.839	-121.906	NULL	NULL	Aptos, California, USA	USA, California, Aptos
72	37.0035	36.9773	-122.048	-122.07	NULL	NULL	University of California Santa Cruz, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., University of California Santa Cruz
73	38.3975	38.3914	-122.936	-122.945	NULL	NULL	CYO McGucken Camp, Occidental, Sonoma Co., California, USA	USA, California, Sonoma Co., Occidental, CYO McGucken Camp
74	38.5415	38.5307	-122.999	-123.014	NULL	NULL	Armstrong Redwoods State Park, Sonoma Co., California, USA	USA, California, Sonoma Co., Armstrong Redwoods State Park
75	38.0422	38.0371	-122.804	-122.815	NULL	NULL	Bear Valley, Point Reyes National Seashore, Marin Co., California, USA	USA, California, Marin Co., Point Reyes National Seashore, Bear Valley
76	39.3356	39.3246	-123.751	-123.813	NULL	NULL	Russian Gulch State Park, Mendocino Co., California, USA	USA, California, Mendocino Co., Russian Gulch State Park
77	38.4149	38.4001	-122.929	-122.957	NULL	NULL	Occidental, Sonoma Co., California, USA	USA, California, Sonoma Co., Occidental
78	43.7205	43.6748	-90.5219	-90.6	NULL	NULL	Wildcat Mountain State Park, Vernon Co., Wisconsin, USA	USA, Wisconsin, Vernon Co., Wildcat Mountain State Park
79	34.47	32.67	49.97	46.92	NULL	NULL	Lorestan, Iran	Iran, Lorestan
80	47.661	47.6463	-122.164	-122.186	NULL	NULL	Bridle Trails State Park, King Co., Washington, USA	USA, Washington, King Co., Bridle Trails State Park
81	34.5447	34.5414	-83.5085	-83.5112	NULL	NULL	Oakdale Dr., Cornelia, Georgia, USA	USA, Georgia, Cornelia, Oakdale Dr.
82	40.0318	40	-123.928	-123.952	NULL	NULL	Whitethorn, California, USA	USA, California, Whitethorn
83	40.0071	40	-123.928	-123.944	NULL	NULL	Sanctuary Forest, near Whitethorn, Humboldt Co., California, USA	USA, California, Humboldt Co., near Whitethorn, Sanctuary Forest
84	30.4439	30.0572	-84.2569	-84.7183	100	0	Apalachicola National Forest, Wakulla Co., Florida, USA	USA, Florida, Wakulla Co., Apalachicola National Forest
85	51.8856	51.8479	-120.011	-120.053	775	600	Edgewood Blue, Wells Gray region, British Columbia, Canada	Canada, British Columbia, Wells Gray region, Edgewood Blue
86	37.6452	37.6251	-121.755	-121.783	200	145	Sycamore Grove Park, Livermore, California, USA	USA, California, Livermore, Sycamore Grove Park
87	48.4387	48.405	-123.296	-123.415	NULL	NULL	Victoria, British Columbia, Canada	Canada, British Columbia, Victoria
88	43.8811	43.78	-74.5683	-74.6974	NULL	NULL	Raquette Lake, Hamilton Co., New York, USA	USA, New York, Hamilton Co., Raquette Lake
89	54.0433	51.9578	-116.565	-120.004	NULL	NULL	Hinton, Alberta, Canada	Canada, Alberta, Hinton
90	47.5216	47.5167	-122.379	-122.386	NULL	NULL	Fauntleroy Park, Seattle, Washington, USA	USA, Washington, Seattle, Fauntleroy Park
91	40.1109	40.1029	-123.896	-123.91	NULL	NULL	Briceland, California, USA	USA, California, Briceland
92	34.1874	34.154	-116.827	-116.913	NULL	NULL	Barton Flats, San Bernardino National Forest, San Bernardino Co., California, USA	USA, California, San Bernardino Co., San Bernardino National Forest, Barton Flats
93	38.6434	38.593	-122.829	-122.894	NULL	NULL	Healdsburg, California, USA	USA, California, Healdsburg
94	22.4313	19.2697	-101.865	-106.062	NULL	NULL	Jalisco, Mexico	Mexico, Jalisco
95	45.4191	45.4054	17.1711	17.151	NULL	NULL	Lipik, Croatia	Croatia, Lipik
96	45.4129	45.3984	13.9834	13.9532	NULL	NULL	Buzet, Croatia	Croatia, Buzet
97	38.5033	38.4724	-122.89	-122.922	NULL	NULL	Forestville, California, USA	USA, California, Forestville
98	38.745	38.7088	-9.1712	-9.2112	NULL	NULL	Monsanto, Lisboa, Portugal	Portugal, Lisboa, Monsanto
99	48.1881	46.6117	-52.5916	-54.2285	NULL	NULL	Avalon Peninsula, Newfoundland, Canada	Canada, Newfoundland, Avalon Peninsula
100	32.716	32.6501	-93.6403	-93.7003	NULL	NULL	Cypress Black Bayou Park, Bossier Parish, Louisiana, USA	USA, Louisiana, Bossier Parish, Cypress Black Bayou Park
101	4.8838	4.8671	-75.1642	-75.1851	NULL	NULL	Murillo, Colombia	Colombia, Murillo
102	39.2755	39.2543	-123.188	-123.211	NULL	NULL	Redwood Valley, Mendocino Co., California, USA	USA, California, Mendocino Co., Redwood Valley
103	37.26	36.9883	-121.807	-122.154	1000	0	Santa Cruz Mountains, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., Santa Cruz Mountains
104	37.7322	37.7165	-122.472	-122.492	NULL	NULL	San Francisco State University, San Francisco, California, USA	USA, California, San Francisco, San Francisco State University
106	19.516	19.274	-103.462	-103.782	NULL	NULL	Near Nevado de Colima, Mexico	Mexico, Near Nevado de Colima
107	47.5377	47.5253	-122.392	-122.403	NULL	NULL	Lincoln Park, Seattle, Washington, USA	USA, Washington, Seattle, Lincoln Park
108	47.7559	47.1	-122.805	-123.473	NULL	NULL	Mason Co., Washington, USA	USA, Washington, Mason Co.
110	41.8235	41.5723	-73.1305	-73.4367	NULL	NULL	Steep Rock Park, Connecticut, USA	USA, Connecticut, Steep Rock Park
111	40.6202	40.4866	-104.999	-105.161	NULL	NULL	Fort Collins, Colorado, USA	USA, Colorado, Fort Collins
112	49.2803	49.2306	-123.192	-123.268	NULL	NULL	University of British Columbia Campus, Vancouver, British Columbia, Canada	Canada, British Columbia, Vancouver, University of British Columbia Campus
113	47.5563	47.5338	-122.363	-122.371	NULL	NULL	Longfellow Creek, Seattle, Washington, USA	USA, Washington, Seattle, Longfellow Creek
114	47.562	47.5538	-122.37	-122.376	NULL	NULL	Camp Long, Seattle, Washington, USA	USA, Washington, Seattle, Camp Long
115	44.915	44.87	-73.4179	-73.4608	NULL	NULL	Chazy, New York, USA	USA, New York, Chazy
116	41.6134	41.5792	-123.49	-123.542	NULL	NULL	Ti Bar Fire Station, Siskiyou Co., California, USA	USA, California, Siskiyou Co., Ti Bar Fire Station
117	37.8266	37.7273	-122.111	-122.252	NULL	NULL	Oakland, California, USA	USA, California, Oakland
118	38.1892	38.0455	-122.816	-122.936	NULL	NULL	Tomales Bay State Park, Marin Co., California, USA	USA, California, Marin Co., Tomales Bay State Park
119	34.6984	34.6907	-119.396	-119.403	1500	1000	Rancho Nuevo Trailhead, Pine Mountain, Santa Barbara Co., California, USA	USA, California, Santa Barbara Co., Pine Mountain, Rancho Nuevo Trailhead
120	41.383	41.3678	-123.408	-123.434	NULL	NULL	Oak Bottom Campground, Siskiyou Co., California, USA	USA, California, Siskiyou Co., Oak Bottom Campground
121	37.9699	37.9358	-122.584	-122.642	NULL	NULL	Bon Tempe Reservoir, Marin Co., California, USA	USA, California, Marin Co., Bon Tempe Reservoir
122	38.0375	37.9832	-122.7	-122.751	NULL	NULL	Bolinas Ridge, Marin Co., California, USA	USA, California, Marin Co., Bolinas Ridge
123	37.8216	37.8031	-122.175	-122.202	NULL	NULL	Joaquin Miller Park, Oakland, California, USA	USA, California, Oakland, Joaquin Miller Park
124	35.674	35.5831	-82.2691	-82.3645	NULL	NULL	Montreat, North Carolina, USA	USA, North Carolina, Montreat
125	37.8141	37.7012	-122.37	-122.518	NULL	NULL	San Francisco, California, USA	USA, California, San Francisco
126	37.2776	37.2287	-122.161	-122.226	NULL	NULL	Portola Redwoods State Park, San Mateo Co., California, USA	USA, California, San Mateo Co., Portola Redwoods State Park
127	34.2186	34.1544	-118.712	-118.799	NULL	NULL	China Flats, Ventura Co., California, USA	USA, California, Ventura Co., China Flats
128	37.8467	37.8379	-122.184	-122.197	NULL	NULL	Huckleberry Botanic Regional Preserve, Contra Costa Co., California, USA	USA, California, Contra Costa Co., Huckleberry Botanic Regional Preserve
129	18.3461	18.2382	-65.705	-65.865	NULL	NULL	El Yunque, Puerto Rico, USA	USA, Puerto Rico, El Yunque
130	37.8566	37.7949	-122.129	-122.225	NULL	NULL	Montclair, Oakland, California, USA	USA, California, Oakland, Montclair
131	32.7896	32.5514	-97.0313	-97.196	NULL	NULL	Arlington, Texas, USA	USA, Texas, Arlington
132	34.3613	34.2949	-110.768	-110.832	NULL	NULL	Forest Lakes, Arizona, USA	USA, Arizona, Forest Lakes
133	34.2169	34.1562	-118.715	-118.746	NULL	NULL	Calabasas, California, USA	USA, California, Calabasas
134	38.0692	38.0097	-122.688	-122.775	NULL	NULL	Samuel P. Taylor State Park, Marin Co., California, USA	USA, California, Marin Co., Samuel P. Taylor State Park
135	38.844	38.1129	-122.316	-123.091	NULL	NULL	Sonoma Co., California, USA	USA, California, Sonoma Co.
136	33.9434	33.0271	-109.27	-109.896	NULL	NULL	White Mountains, Arizona, USA	USA, Arizona, White Mountains
138	38.5671	38.5104	-122.73	-122.871	NULL	NULL	Windsor, California, USA	USA, California, Windsor
140	37.9795	37.6615	-122.152	-122.354	NULL	NULL	Eastern San Francisco Bay Area, California, USA	USA, California, Eastern San Francisco Bay Area
141	37.9702	37.6077	-121.918	-122.154	NULL	NULL	Oakland Hills, Oakland, California, USA	USA, California, Oakland, Oakland Hills
142	37.1072	37.0727	-121.84	-121.918	NULL	NULL	Soquel Demonstration Forest, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., Soquel Demonstration Forest
143	37.398	37.3445	-122.184	-122.242	NULL	NULL	Portola Valley, California, USA	USA, California, Portola Valley
144	-34.4197	-34.4457	150.913	150.896	15	0	Wollongong, New South Wales, Australia	Australia, New South Wales, Wollongong
145	-36.9148	-38.7541	146.47	142.559	NULL	NULL	Melbourne, Victoria, Australia	Australia, Victoria, Melbourne
146	-41.2673	-41.32	174.804	174.739	NULL	0	Wellington, New Zealand	New Zealand, Wellington
147	-13.9234	-35.03	128.848	113.203	NULL	0	Western Australia, Australia	Australia, Western Australia
148	37.04	37.01	-122.039	-122.077	NULL	NULL	Henry Cowell Redwoods State Park, Santa Cruz Co., California, USA	USA, California, Santa Cruz Co., Henry Cowell Redwoods State Park
149	40.976	40.918	-124.035	-124.127	NULL	NULL	McKinleyville, California, USA	USA, California, McKinleyville
150	-9.59742	-9.59742	-55.9312	-55.9312	NULL	NULL	Cristalino Jungle Lodge, Alta Floresta, Mato Grosso, Brazil	Brazil, Mato Grosso, Alta Floresta, Cristalino Jungle Lodge
151	37.921	37.897	-122.515	-122.562	NULL	0	Mill Valley, California, USA	USA, California, Mill Valley
152	39.466	36.5408	-75.2422	-83.6754	NULL	0	Virginia, USA	USA, Virginia
153	41.71	38.43	-80.5	-84.78	NULL	NULL	Ohio, USA	USA, Ohio
154	9.69573	9.65173	-84.3372	-84.4012	NULL	NULL	Mastatal, Costa Rica	Costa Rica, Mastatal
155	50.91	48.62	18.8	12.3	NULL	NULL	Czech Republic	Czech Republic
156	-36.837	-36.868	174.794	174.744	NULL	0	Auckland, New Zealand	New Zealand, Auckland
157	41.3699	41.3397	-123.527	-123.562	NULL	NULL	Eye See Rd., Orleans, California, USA	USA, California, Orleans, Eye See Rd.
159	30.6403	30.4428	-94.3025	-94.3918	NULL	NULL	Big Thicket, Polk Co., Texas, USA	USA, Texas, Polk Co., Big Thicket
160	41.3149	41.2675	-123.647	-123.705	NULL	NULL	Slate Creek Rd, Humboldt Co., California, USA	USA, California, Humboldt Co., Slate Creek Rd
161	39.5464	38.7027	-122.97	-123.926	NULL	NULL	Mendocino Co., California, USA	USA, California, Mendocino Co.
162	47.7803	47.0845	-121.066	-122.541	NULL	NULL	King Co., Washington, USA	USA, Washington, King Co.
163	34.0947	33.9946	-118.683	-118.912	NULL	NULL	Malibu, California, USA	USA, California, Malibu
165	36.5516	36.397	-121.119	-121.27	NULL	NULL	Pinnacles National Park, California, USA	USA, California, Pinnacles National Park
166	38.1346	37.8098	-122.426	-122.813	NULL	NULL	Marin Co., California, USA	USA, California, Marin Co.
167	49.3538	47.5172	13.3154	10.0195	NULL	NULL	southwestern Germany, Germany	Germany, southwestern Germany
168	32.7411	32.2221	-93.4167	-94.01	NULL	NULL	Shreveport, Louisiana, USA	USA, Louisiana, Shreveport
169	37.5141	37.4498	-81.1148	-81.2109	NULL	NULL	Camp Creek State Forest, Mercer Co., West Virginia, USA	USA, West Virginia, Mercer Co., Camp Creek State Forest
170	41.1807	41.1187	-106.07	-106.149	NULL	NULL	Lake Owen, Medicine Bow National Forest, Albany Co., Wyoming, USA	USA, Wyoming, Albany Co., Medicine Bow National Forest, Lake Owen
171	42.1145	42.0024	-124.144	-124.346	NULL	NULL	Brookings, Curry Co., Oregon, USA	USA, Oregon, Curry Co., Brookings
172	39.4818	39.3831	-123.655	-123.835	NULL	NULL	Fort Bragg, California, USA	USA, California, Fort Bragg
173	37.6142	37.6039	-122.417	-122.428	NULL	NULL	Junipero Serra Park, San Mateo Co., California, USA	USA, California, San Mateo Co., Junipero Serra Park
174	38.7969	38.7214	-120.445	-120.624	NULL	NULL	Pollock Pines, El Dorado Co., California, USA	USA, California, El Dorado Co., Pollock Pines
175	34.0959	34.0083	-118.487	-118.621	NULL	NULL	Pacific Palisades, California, USA	USA, California, Pacific Palisades
176	34.4901	34.3723	-119.141	-119.386	NULL	NULL	Ojai, California, USA	USA, California, Ojai
177	39.5591	39.4277	-106.087	-106.228	NULL	NULL	Copper Mountain, Summit Co., Colorado, USA	USA, Colorado, Summit Co., Copper Mountain
178	41.6786	41.6006	-70.4505	-70.5199	NULL	NULL	Mashpee, Massachusetts, USA	USA, Massachusetts, Mashpee
179	37.4422	37.2281	-121.751	-122.044	NULL	NULL	San Jose, California, USA	USA, California, San Jose
180	28.746	28.3141	-81.1395	-81.6367	NULL	NULL	Orlando, Florida, USA	USA, Florida, Orlando
181	36.4555	36.3317	-105.211	-105.355	NULL	NULL	Angel Fire, New Mexico, USA	USA, New Mexico, Angel Fire
182	37.4488	37.4236	-122.28	-122.318	NULL	NULL	Huddart Park, Woodside, California, USA	USA, California, Woodside, Huddart Park
183	37.0791	36.9661	-121.907	-122.002	NULL	NULL	Soquel, California, USA	USA, California, Soquel
184	38.3408	38.3085	-122.673	-122.728	NULL	NULL	Cotati, California, USA	USA, California, Cotati
185	39.2785	39.2381	-120.996	-121.047	NULL	NULL	Nevada City, California, USA	USA, California, Nevada City
186	34.1828	34.1431	-118.207	-118.3	NULL	NULL	Glendale, California, USA	USA, California, Glendale
187	37.9956	37.9637	-122.552	-122.584	NULL	NULL	San Anselmo, California, USA	USA, California, San Anselmo
188	37.9418	37.9155	-122.496	-122.54	NULL	NULL	Corte Madera, California, USA	USA, California, Corte Madera
189	37.9622	37.9338	-122.616	-122.64	NULL	NULL	Alpine Lake, Marin Co., California, USA	USA, California, Marin Co., Alpine Lake
190	35.6528	34.8769	-119.718	-120.965	NULL	NULL	San Luis Obispo Co., California, USA	USA, California, San Luis Obispo Co.
191	47.7341	47.4926	-122.224	-122.436	NULL	NULL	Seattle, King Co., Washington, USA	USA, Washington, King Co., Seattle
192	37.7746	37.7634	-122.453	-122.514	NULL	NULL	Golden Gate Park, San Francisco, California, USA	USA, California, San Francisco, Golden Gate Park
193	37.3262	37.3153	-122.172	-122.186	NULL	NULL	Monte Bello Open Space Preserve, La Honda, California, USA	USA, California, La Honda, Monte Bello Open Space Preserve
194	37.3846	37.3523	-122.077	-122.114	NULL	NULL	Los Altos, California, USA	USA, California, Los Altos
195	37.4438	37.4044	-122.236	-122.3	NULL	NULL	Woodside, California, USA	USA, California, Woodside
197	37.8246	37.8023	-119.899	-119.959	NULL	NULL	Harden Flat, Tuolumne Co., California, USA	USA, California, Tuolumne Co., Harden Flat
198	41.16	40.2187	-122.706	-123.486	NULL	NULL	Trinity Co., California, USA	USA, California, Trinity Co.
199	38.4525	38.395	-123.07	-123.126	NULL	NULL	Pomo Campground, Jenner, California, USA	USA, California, Jenner, Pomo Campground
200	38.4611	38.3998	-122.573	-122.653	NULL	NULL	Annadel State Park, Sonoma Co., Santa Rosa, California, USA	USA, California, Santa Rosa, Sonoma Co., Annadel State Park
201	37.3565	37.3303	-122.145	-122.176	NULL	NULL	Hidden Villa, Los Altos Hills, California, USA	USA, California, Los Altos Hills, Hidden Villa
202	47.3979	47.3239	-121.417	-121.54	NULL	NULL	Silver Peak, Mount Baker-Snoqualmie National Forest, Washington, USA	USA, Washington, Mount Baker-Snoqualmie National Forest, Silver Peak
203	48.4208	48.3918	-122.607	-122.677	NULL	NULL	Pass Island, Skagit Co., Washington, USA	USA, Washington, Skagit Co., Pass Island
204	47.8749	47.8167	-123.835	-124.033	NULL	NULL	Hoh Rainforest, Olympic National Park, Jefferson Co., Washington, USA	USA, Washington, Jefferson Co., Olympic National Park, Hoh Rainforest
205	37.453	37.0255	-121.408	-122.176	NULL	NULL	Santa Clara Co., California, USA	USA, California, Santa Clara Co.
206	37.8807	37.8647	-122.502	-122.523	NULL	NULL	Marin City, California, USA	USA, California, Marin City
207	36.8467	35.7955	-121.366	-122.003	NULL	NULL	Coastal Monterey Co., California, USA	USA, California, Coastal Monterey Co.
209	42.9846	42.5268	-80.1453	-80.7385	NULL	NULL	Norfolk Co., Ontario, Canada	Canada, Ontario, Norfolk Co.
210	42.1542	41.4685	-87.526	-88.269	290	177	Cook Co., Illinois, USA	USA, Illinois, Cook Co.
211	43.421	42.2936	-106.04	-107.468	NULL	NULL	Natrona Co., Wyoming, USA	USA, Wyoming, Natrona Co.
212	46.3318	44.4808	-110.918	-111.929	NULL	NULL	Gallatin Co., Montana, USA	USA, Montana, Gallatin Co.
213	43.3841	43.3367	-73.5033	-73.5734	NULL	NULL	Kingsbury, New York, USA	USA, New York, Kingsbury
214	36.5273	34.7416	-75.8496	-83.7598	NULL	NULL	North Carolina, USA	USA, North Carolina
215	24.1518	23.9348	-74.42	-74.5738	NULL	NULL	San Salvador Island, The Bahamas	The Bahamas, San Salvador Island
216	34.1266	34.064	-118.7	-118.78	NULL	NULL	Malibu Creek State Park, Malibu, California, USA	USA, California, Malibu, Malibu Creek State Park
217	33.8636	33.452	-117.317	-117.658	NULL	NULL	Cleveland National Forest, Riverside Co., California, USA	USA, California, Riverside Co., Cleveland National Forest
218	39.7378	39.7104	-122.823	-122.867	NULL	NULL	Plaskett Meadows, Glenn Co., California, USA	USA, California, Glenn Co., Plaskett Meadows
219	37.9997	37.9604	-122.657	-122.709	NULL	NULL	Kent Lake, Marin Co., California, USA	USA, California, Marin Co., Kent Lake
220	39.2705	38.8611	-120.004	-120.248	NULL	NULL	Lake Tahoe, California, USA	USA, California, Lake Tahoe
221	19.2695	18.8908	72.98	72.7759	NULL	NULL	Mumbai, Maharashtra, India	India, Maharashtra, Mumbai
222	40.1272	40.0733	-123.753	-123.828	NULL	NULL	Garberville, California, USA	USA, California, Garberville
