id	north	south	east	west	high	low	name	scientific_name
18017	42.1934	42.0611	-74.2993	-74.4392	NULL	NULL	Shandaken, New York, USA	USA, New York, Shandaken
18019	42.0001	41.933	-74.0901	-74.2737	NULL	NULL	Ashokan Reservoir, New York, USA	USA, New York, Ashokan Reservoir
18020	36.9986	36.9857	-82.9766	-82.9929	NULL	NULL	Kingdom Come State Park, Cumberland, Kentucky, USA	USA, Kentucky, Cumberland, Kingdom Come State Park
18021	43.0288	42.9239	-85.4307	-85.5516	NULL	NULL	Ada, Michigan, USA	USA, Michigan, Ada
18022	44.862	44.7753	-93.1048	-93.2281	NULL	NULL	Eagan, Dakota Co., Minnesota, USA	USA, Minnesota, Dakota Co., Eagan
18023	36.2922	36.2643	-82.1497	-82.1979	NULL	NULL	Hampton, Tennessee, USA	USA, Tennessee, Hampton
18024	38.6082	38.6055	-121.432	-121.435	NULL	NULL	Hilton Sacramento Arden West, Sacramento, Sacramento Co., California, USA	USA, California, Sacramento Co., Sacramento, Hilton Sacramento Arden West
18025	-36.929	-37.2188	174.935	174.459	NULL	NULL	Manukau Harbor, New Zealand	New Zealand, Manukau Harbor
18026	33.7196	33.701	-117.518	-117.55	NULL	NULL	Santiago Peak, Orange Co, California, USA	USA, California, Orange Co, Santiago Peak
18027	14.5809	14.5374	-90.7113	-90.7563	NULL	NULL	Antigua Guatemala, Sacatepquez, Guatemala	Guatemala, Sacatepquez, Antigua Guatemala
18028	-41.568	-41.8864	146.202	145.669	NULL	NULL	Cradle Mountain, Tasmania, Australia	Australia, Tasmania, Cradle Mountain
18029	-33.3673	-33.394	151.342	151.302	NULL	NULL	Strickland State Forest, New South Wales, Australia	Australia, New South Wales, Strickland State Forest
18030	47.5297	47.4912	-123.321	-123.406	NULL	NULL	Four Stream Trail, Olympic National Forest, Mason Co., Washington, USA	USA, Washington, Mason Co., Olympic National Forest, Four Stream Trail
18031	39.0047	39.002	-77.066	-77.0687	NULL	NULL	8940 Jones Mill Rd., Chevy Chase, Maryland, USA	USA, Maryland, Chevy Chase, 8940 Jones Mill Rd.
18032	-38.2252	-39.1668	176.572	175.637	NULL	NULL	near Taupo, North Island, New Zealand	New Zealand, North Island, near Taupo
18033	33.4835	33.4018	-84.0996	-84.1987	NULL	NULL	McDonough, Georgia, USA	USA, Georgia, McDonough
18034	-38.3311	-38.3338	144.305	144.302	NULL	NULL	165 Duffields Rd., Torquay, Victoria, Australia	Australia, Victoria, Torquay, 165 Duffields Rd.
18036	43.717	43.6959	-122.272	-122.303	NULL	NULL	McCredie Hot Springs, Willamette National Forest, Lane Co., Oregon, USA	USA, Oregon, Lane Co., Willamette National Forest, McCredie Hot Springs
18037	44.514	44.4956	-77.4597	-77.4939	NULL	NULL	Madoc, Ontario, Canada	Canada, Ontario, Madoc
18038	38.5787	38.5116	-119.75	-119.844	NULL	NULL	Pacific Crest Trail near Ebbetts Pass, Alpine Co., California, USA	USA, California, Alpine Co., Pacific Crest Trail near Ebbetts Pass
18039	6.06352	5.8225	101.45	101.269	NULL	NULL	ThanTo Waterfall, Bang Lang National Park, Thailand	Thailand, Bang Lang National Park, ThanTo Waterfall
18040	41.463	40.6192	-121.506	-122.426	NULL	NULL	Eastern Shasta-Trinity National Forest, Shasta Co., California, USA	USA, California, Shasta Co., Eastern Shasta-Trinity National Forest
18041	43.771	43.7589	-89.4006	-89.4406	NULL	NULL	Page Creek Marsh State Natural Area, Wisconsin, USA	USA, Wisconsin, Page Creek Marsh State Natural Area
18042	52.0038	51.9383	-9.39861	-9.51965	NULL	NULL	Torc Mountain, County Kerry, Ireland	Ireland, County Kerry, Torc Mountain
18043	40.0162	40.0063	-83.0136	-83.022	NULL	NULL	Tuttle Park, Columbus, Ohio, USA	USA, Ohio, Columbus, Tuttle Park
18044	47.0434	47.0183	-122.898	-122.914	NULL	NULL	Capital Lake, Olympia, Thurston Co., Washington, USA	USA, Washington, Thurston Co., Olympia, Capital Lake
18045	35.7103	35.6879	-105.878	-105.888	NULL	NULL	Aztec Springs Creek, Santa Fe, New Mexico, USA	USA, New Mexico, Santa Fe, Aztec Springs Creek
18046	47.4779	47.4755	-122.917	-122.922	NULL	NULL	Oak Patch Natural Area Preserve, Mason Co., Washington, USA	USA, Washington, Mason Co., Oak Patch Natural Area Preserve
18047	46.2975	46.2821	-124.044	-124.076	NULL	NULL	Cape Disappointment State Park, Pacific Co., Washington, USA	USA, Washington, Pacific Co., Cape Disappointment State Park
18048	35.7191	35.688	-105.892	-105.906	NULL	NULL	Dale Ball Trail, Santa Fe, New Mexico, USA	USA, New Mexico, Santa Fe, Dale Ball Trail
18049	46.483	46.4492	-123.838	-123.885	NULL	NULL	South Nemah, Pacific Co., Washington, USA	USA, Washington, Pacific Co., South Nemah
18050	38.7035	38.6932	-119.826	-119.855	NULL	NULL	Grover Hot Springs State Park, Alpine Co., California, USA	USA, California, Alpine Co., Grover Hot Springs State Park
18051	44.0495	44.0401	-123.061	-123.08	NULL	NULL	University of Oregon, Eugene, Lane Co., Oregon, USA	USA, Oregon, Lane Co., Eugene, University of Oregon
18052	33.5263	33.5236	-84.7344	-84.7371	NULL	NULL	Serenbe, Fulton Co., Georgia, USA	USA, Georgia, Fulton Co., Serenbe
18053	38.7052	38.6743	-120.083	-120.115	NULL	NULL	Thunder Mountain, Amador Co., California, USA	USA, California, Amador Co., Thunder Mountain
18054	29.7351	29.7298	-82.2193	-82.2254	NULL	NULL	Waldo, Florida, USA	USA, Florida, Waldo
18055	44.1229	44.118	-89.4315	-89.4441	NULL	NULL	Bohn Lake State Natural Area, Wisconsin, USA	USA, Wisconsin, Bohn Lake State Natural Area
18056	42.0188	42.0143	-88.2482	-88.2584	NULL	NULL	Bluff city cemetery, Elgin, Illinois, USA	USA, Illinois, Elgin, Bluff city cemetery
18057	42.0611	42.0584	-72.9701	-72.9728	NULL	NULL	Granville State Forest, Granville, Massachusetts, USA	USA, Massachusetts, Granville, Granville State Forest
18058	-38.0343	-38.0623	146.26	146.232	NULL	NULL	Merv Track, Victoria, Australia	Australia, Victoria, Merv Track
18059	23.1851	23.1599	82.9669	82.9316	NULL	NULL	Bishrampur, Chhatishgarh, India	India, Chhatishgarh, Bishrampur
18060	45.2543	45.2275	24.3455	24.3305	NULL	NULL	Calimanesti, Romania	Romania, Calimanesti
18061	42.1691	42.1282	-88.0969	-88.1594	NULL	NULL	Barrington, Illinois, USA	USA, Illinois, Barrington
18062	-17.4325	-17.4378	145.86	145.858	NULL	NULL	Josephine Falls Trail, near Cairns, Queensland, Australia	Australia, Queensland, near Cairns, Josephine Falls Trail
18063	41.3478	41.3088	-76.0666	-76.1082	NULL	NULL	Loyalville Rd., Pennsylvania, USA	USA, Pennsylvania, Loyalville Rd.
18064	36.7883	36.6471	-83.6872	-83.8903	NULL	NULL	Kentucky Ridge State Forest WMA, Kentucky, USA	USA, Kentucky, Kentucky Ridge State Forest WMA
18065	45.5197	45.4665	-73.851	-73.9398	NULL	NULL	Ile Bizard, Quebec, Canada	Canada, Quebec, Ile Bizard
18066	40.6348	40.6316	-80.5921	-80.5959	NULL	NULL	Spring Grove Cemetery Lisbon St., East Liverpool, Ohio, USA	USA, Ohio, East Liverpool, Spring Grove Cemetery Lisbon St.
18067	46.782	46.7336	-71.3283	-71.3937	NULL	NULL	Cap-Rouge, Quebec, Canada	Canada, Quebec, Cap-Rouge
18068	38.4843	37.8816	-79.0734	-79.5333	NULL	NULL	George Washington National Forest, Augusta Co., Virginia, USA	USA, Virginia, Augusta Co., George Washington National Forest
18070	42.5702	42.495	-70.9127	-71.0346	NULL	NULL	Peabody, Massachusetts, USA	USA, Massachusetts, Peabody
18071	39.2499	37.9728	-79.188	-80.5458	NULL	NULL	Monangahela National Forest, West Virginia, USA	USA, West Virginia, Monangahela National Forest
18072	45.6403	45.2065	-91.5395	-92.1569	NULL	NULL	Barron Co., Wisconsin, USA	USA, Wisconsin, Barron Co.
18073	35.2328	35.2284	-81.0259	-81.0323	NULL	NULL	Nature Trail, Belmont, North Carolina, USA	USA, North Carolina, Belmont, Nature Trail
18074	47.5296	47.3141	-123.238	-123.511	NULL	NULL	South Fork Skokomish River, Olympic National Forest, Mason Co., Washington, USA	USA, Washington, Mason Co., Olympic National Forest, South Fork Skokomish River
18075	44.5414	44.534	-89.5493	-89.5756	NULL	NULL	Schmeeckle Reserve, UW-Stevens Point, Wisconsin, USA	USA, Wisconsin, UW-Stevens Point, Schmeeckle Reserve
18076	41.37	41.3574	-71.9846	-71.992	NULL	NULL	Pequot Woods Park, Groton, Connecticut, USA	USA, Connecticut, Groton, Pequot Woods Park
18077	32.8435	32.8385	-117.029	-117.036	NULL	NULL	Kumeyaay Lake, San Diego Co., California, USA	USA, California, San Diego Co., Kumeyaay Lake
18078	42.3994	42.3634	-89.8088	-89.841	NULL	NULL	Lena, Illinois, USA	USA, Illinois, Lena
18079	37.7616	37.6957	-79.3275	-79.3826	NULL	NULL	Beuana vista, Virginia, USA	USA, Virginia, Beuana vista
18080	37.9228	37.8969	-122.577	-122.619	NULL	NULL	Matt Davis Trail, Mount Tamalpais State Park, California, USA	USA, California, Mount Tamalpais State Park, Matt Davis Trail
18081	32.9642	32.9446	-105.703	-105.75	NULL	NULL	Cloudcroft, New Mexico, USA	USA, New Mexico, Cloudcroft
18082	30.4519	30.4492	-84.3186	-84.3213	NULL	NULL	San Luis Mission Park, Tallahassee, Florida, USA	USA, Florida, Tallahassee, San Luis Mission Park
18083	40.9999	40.9874	-77.1691	-77.2039	NULL	NULL	Raymond B. Winter State Park, Pennsylvania, USA	USA, Pennsylvania, Raymond B. Winter State Park
18084	35.5265	35.5238	-82.2046	-82.2073	NULL	NULL	Asheville Academy for Girls, Black Mountain, North Carolina, USA	USA, North Carolina, Black Mountain, Asheville Academy for Girls
18085	41.04	41.021	-77.1271	-77.2306	NULL	NULL	North of McCall Dam State Park, Pennsylvania, USA	USA, Pennsylvania, North of McCall Dam State Park
18086	47.3252	47.3035	-95.9495	-95.9786	NULL	NULL	Mahnomen, Minnesota, USA	USA, Minnesota, Mahnomen
18087	-13.1818	-13.2464	-71.6275	-71.6658	NULL	NULL	Challabamba District, Paucartambo Province, Cusco Region, Peru	Peru, Cusco Region, Paucartambo Province, Challabamba District
18088	-13.2725	-13.2942	-71.184	-71.216	NULL	NULL	Reserva Haramba Queros Wachiperi, Kosñipata Municipality, Paucartambo Province, Cusco Region, Peru	Peru, Cusco Region, Paucartambo Province, Kosñipata Municipality, Reserva Haramba Queros Wachiperi
18089	-10.9462	-11.1059	-76.0039	-76.2459	NULL	NULL	Lago Chinchaycocha, Junin, Peru	Peru, Junin, Lago Chinchaycocha
18090	-12.0472	-12.0499	-77.043	-77.0457	NULL	NULL	Universidad Peruana Cayetano Heredia, Lima, Peru	Peru, Lima, Universidad Peruana Cayetano Heredia
18091	33.2109	33.135	-86.2243	-86.2807	NULL	NULL	Sylacauga, Alabama, USA	USA, Alabama, Sylacauga
18092	61.1983	61.1952	-149.816	-149.824	NULL	NULL	Goose Lake Park, Anchorage, Alaska, USA	USA, Alaska, Anchorage, Goose Lake Park
18093	32.2489	32.2312	-85.4024	-85.4253	NULL	NULL	Hurtsboro, Alabama, USA	USA, Alabama, Hurtsboro
18094	-12.2901	-12.662	-70.9305	-71.2413	NULL	NULL	near Shintuya, Manú Province, Madre de Dios Region, Peru	Peru, Madre de Dios Region, Manú Province, near Shintuya
18095	10.0953	10.066	77.079	77.0493	NULL	NULL	Munnar, India	India, Munnar
18096	-13.3018	-13.3181	-71.9986	-72.0273	NULL	NULL	Huaran, Calca District, Calca Province, Cusco Region, Peru	Peru, Cusco Region, Calca Province, Calca District, Huaran
18097	43.0646	43.0619	-90.9007	-90.9034	NULL	NULL	Adiantum Woods State Natural Area, Wisconsin, USA	USA, Wisconsin, Adiantum Woods State Natural Area
18098	43.069	43.0521	-90.8782	-90.8919	NULL	NULL	Millville Unit, Lower Wisconsin State Riverway, Wisconsin, USA	USA, Wisconsin, Lower Wisconsin State Riverway, Millville Unit
18099	45.2379	45.22	-122.75	-122.765	NULL	NULL	Aurora, Marion Co., Oregon, USA	USA, Oregon, Marion Co., Aurora
18100	43.7683	43.7674	-87.7019	-87.7095	NULL	NULL	Vollrath Blvd., Sheboygan, Wisconsin, USA	USA, Wisconsin, Sheboygan, Vollrath Blvd.
18101	6.79554	6.42344	100.225	100.107	NULL	NULL	Thaleban National Park, Thailand	Thailand, Thaleban National Park
18102	4.60223	4.59953	-74.0578	-74.0605	NULL	NULL	Quebrada San Francisco, Bogotá, Colombia	Colombia, Bogotá, Quebrada San Francisco
18103	25.157	24.8926	121.54	121.31	NULL	NULL	New Taipei City, Taiwan	Taiwan, New Taipei City
18104	25.0624	25.0594	121.412	121.408	NULL	NULL	Yuantong Temple, New Taipei City, Taiwan	Taiwan, New Taipei City, Yuantong Temple
18105	7.55043	7.54862	99.7877	99.7855	NULL	NULL	Khao Chong Wildlife Development, Thailand	Thailand, Khao Chong Wildlife Development
18106	8.17413	8.17243	99.7451	99.7433	NULL	NULL	Yong Waterfall, Chang Wat, Nakhon Si Thammarat, Thailand	Thailand, Nakhon Si Thammarat, Chang Wat, Yong Waterfall
18107	44.0566	44.0552	-121.313	-121.315	NULL	NULL	The Environmental Center, Bend, Deschutes Co., Oregon, USA	USA, Oregon, Deschutes Co., Bend, The Environmental Center
18108	44.7886	44.7663	-122.584	-122.621	NULL	NULL	Lyons, Linn Co., Oregon, USA	USA, Oregon, Linn Co., Lyons
18109	38.9022	38.8937	-78.042	-78.0566	NULL	NULL	Indian Pipe Outdoor Technical School, Linden, Virginia, USA	USA, Virginia, Linden, Indian Pipe Outdoor Technical School
18110	38.8996	38.853	-78.4884	-78.5431	NULL	NULL	Woodstock, Virginia, USA	USA, Virginia, Woodstock
18111	43.5338	43.4712	-96.7016	-96.7858	NULL	NULL	Sioux Falls, South Dakota, USA	USA, South Dakota, Sioux Falls
18112	30.5561	30.4013	-99.6831	-99.858	NULL	NULL	Junction, Texas, USA	USA, Texas, Junction
18114	8.71992	8.71723	99.6932	99.6905	NULL	NULL	Krung Ching Waterfall, KhaoLuang National Park, Nakhon Si Thammarat, Thailand	Thailand, Nakhon Si Thammarat, KhaoLuang National Park, Krung Ching Waterfall
18115	45.6588	45.6561	-122.551	-122.554	NULL	NULL	4913 NE 118th Ct, Vancouver, Clark Co., Washington, USA	USA, Washington, Clark Co., Vancouver, 4913 NE 118th Ct
18116	35.4884	35.4702	-82.3322	-82.3642	NULL	NULL	Gerton, North Carolina, USA	USA, North Carolina, Gerton
18117	4.74405	4.71834	-74.0923	-74.127	NULL	NULL	Humedal Tibabuyes, Bogotá, Colombia	Colombia, Bogotá, Humedal Tibabuyes
18118	36.9601	36.9574	-84.3447	-84.3474	NULL	NULL	Clear Creek Trail, Daniel Boone National Forest, Kentucky, USA	USA, Kentucky, Daniel Boone National Forest, Clear Creek Trail
18119	47.4742	47.4451	-121.596	-121.675	NULL	NULL	Granite Creek Trail, North Bend, King Co., Washington, USA	USA, Washington, King Co., North Bend, Granite Creek Trail
18120	45.3446	45.285	-122.738	-122.807	NULL	NULL	Wilsonville, Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co., Wilsonville
18121	41.8879	41.8015	-89.4389	-89.5156	NULL	NULL	Dixon, Illinois, USA	USA, Illinois, Dixon
18122	-38.064	-38.0774	146.265	146.24	NULL	NULL	B6 Track, Willowgrove, Victoria, Australia	Australia, Victoria, Willowgrove, B6 Track
18123	22.8447	21.8753	104.628	103.531	NULL	NULL	Lau Cai Province, Vietnam	Vietnam, Lau Cai Province
18124	38.032	38.01	-84.4973	-84.5118	NULL	NULL	University of Kentucky, Lexington, Kentucky, USA	USA, Kentucky, Lexington, University of Kentucky
18125	28.0715	28.0688	-82.3774	-82.3801	NULL	NULL	Riverfront park, Tampa, Florida, USA	USA, Florida, Tampa, Riverfront park
18126	30.6036	30.4673	-95.7239	-95.8097	NULL	NULL	Sam Houston National Forest near Richards, Texas, USA	USA, Texas, Sam Houston National Forest near Richards
18127	34.6579	34.6395	-85.3756	-85.4076	NULL	NULL	Pigeon Mountain, Georgia, USA	USA, Georgia, Pigeon Mountain
18128	39.6112	39.5731	-84.3428	-84.364	NULL	NULL	Twin Creek Metro Park, Montgomery Co., Ohio, USA	USA, Ohio, Montgomery Co., Twin Creek Metro Park
18129	36.5885	36.5858	-80.8517	-80.8544	NULL	NULL	700 Foothills Rd., Galax, Virginia, USA	USA, Virginia, Galax, 700 Foothills Rd.
18130	30.5873	30.5748	-94.3717	-94.3864	NULL	NULL	Watson Rare Native Plant Preserve, Warren, Texas, USA	USA, Texas, Warren, Watson Rare Native Plant Preserve
18131	40.9761	40.9691	-75.1785	-75.1926	NULL	NULL	Glen Run Preserve, Pennsylvania, USA	USA, Pennsylvania, Glen Run Preserve
18133	-36.8494	-36.9353	-72.9407	-73.0127	NULL	NULL	Reserva Nacional Nonguén, Biobío Region, Chile	Chile, Biobío Region, Reserva Nacional Nonguén
18134	-36.8149	-36.8327	-72.6525	-72.6845	NULL	NULL	Florida, Biobío Region, Chile	Chile, Biobío Region, Florida
18135	-37.5642	-37.5669	-73.1748	-73.1775	NULL	NULL	Trongol Alto, Curanilahue, Biobío Region, Chile	Chile, Biobío Region, Curanilahue, Trongol Alto
18136	-35.5	-35.6568	-70.8345	-71.0597	NULL	NULL	Reserva Nacional Altos Lircay, Maule Region, Chile	Chile, Maule Region, Reserva Nacional Altos Lircay
18137	-37.6031	-37.6058	-73.1541	-73.1568	NULL	NULL	Trongol Alto, Curanilahue, Arauco Province, Biobío Region, Chile	Chile, Biobío Region, Arauco Province, Curanilahue, Trongol Alto
18138	28.1959	28.0909	-82.3941	-82.5025	NULL	NULL	Lutz, Florida, USA	USA, Florida, Lutz
18139	34.7937	34.6851	-111.877	-111.937	NULL	NULL	Cornville, Arizona, USA	USA, Arizona, Cornville
18140	30.5487	30.5438	-94.4094	-94.4154	NULL	NULL	Sundew Trail, Big Thicket National Preserve, Texas, USA	USA, Texas, Big Thicket National Preserve, Sundew Trail
18141	40.9468	40.9441	-75.1175	-75.1202	NULL	NULL	Slateford Creek Waterfalls, National Park Drive, Bangor, Pennsylvania, USA	USA, Pennsylvania, Bangor, National Park Drive, Slateford Creek Waterfalls
18142	36.7908	36.7867	-88.0643	-88.0705	NULL	NULL	Jenny Ridge, Land Between the Lakes National Recreation Area, Kentucky, USA	USA, Kentucky, Land Between the Lakes National Recreation Area, Jenny Ridge
18143	-40.6771	-40.694	-72.5864	-72.6184	NULL	NULL	Entrelagos, Los Ríos Region, Chile	Chile, Los Ríos Region, Entrelagos
18144	4.70674	4.70133	-74.0649	-74.0816	NULL	NULL	Humedal Cordoba, Bogotá, Colombia	Colombia, Bogotá, Humedal Cordoba
18145	36.612	36.6117	-88.1393	-88.1398	NULL	NULL	Wildcat Creek Campground, Kentucky, USA	USA, Kentucky, Wildcat Creek Campground
18146	12.3005	8.31791	-81.3518	-88.2737	NULL	NULL	Catarata Los Murcielagos/ Monteverde Waterfall, Monteverde, Puntarenas, Costa Rica	Costa Rica, Puntarenas, Monteverde, Catarata Los Murcielagos/ Monteverde Waterfall
18147	41.8519	41.4864	-79.6124	-80.5186	NULL	NULL	Crawford Co., Pennsylvania, USA	USA, Pennsylvania, Crawford Co.
18148	38.5318	38.5291	-121.76	-121.763	NULL	NULL	Arboretum, University of California, Davis, California, USA	USA, California, Davis, University of California, Arboretum
18149	39.3741	39.3568	-120.333	-120.365	NULL	NULL	Castle Peak, Nevada Co., California, USA	USA, California, Nevada Co., Castle Peak
18150	19.4431	19.3657	-102	-102.09	NULL	NULL	Uruapan, Mexico	Mexico, Uruapan
18151	41.363	41.3236	-73.0389	-73.1024	NULL	NULL	Ansonia, Connecticut, USA	USA, Connecticut, Ansonia
18152	-35.1102	-35.3008	174.138	173.855	NULL	NULL	Kerikeri, North Island, New Zealand	New Zealand, North Island, Kerikeri
18153	4.1808	4.10751	-74.6897	-74.7552	NULL	NULL	Carmen de Apicala, Tolima, Colombia	Colombia, Tolima, Carmen de Apicala
18154	45.7081	45.1544	-121.443	-121.906	NULL	NULL	Hood River Ranger District, Mount Hood National Forest, Clackamas Co., Hood River Co. & Wasco Co., Oregon, USA	USA, Oregon, Hood River Co. & Wasco Co., Clackamas Co., Mount Hood National Forest, Hood River Ranger District
18155	7.0556	4.65521	-71.9485	-74.664	NULL	NULL	Boyacá, Colombia	Colombia, Boyacá
18156	49.2802	49.257	-123.138	-123.186	NULL	NULL	Kitsilano, Vancouver, British Columbia, Canada	Canada, British Columbia, Vancouver, Kitsilano
18157	40.0687	40.0034	-83.0863	-83.1969	NULL	NULL	Hilliard, Ohio, USA	USA, Ohio, Hilliard
18158	26.6466	26.594	-80.0354	-80.0821	NULL	NULL	Lake Worth, Florida, USA	USA, Florida, Lake Worth
18159	42.2858	42.2711	-123.632	-123.659	NULL	NULL	Siskiyou Field Station, Josephine Co., Oregon, USA	USA, Oregon, Josephine Co., Siskiyou Field Station
18160	41.6236	41.1717	-79.4778	-79.9998	NULL	NULL	Venago Co., Pennsylvania, USA	USA, Pennsylvania, Venago Co.
18161	42.8281	42.8116	-122.466	-122.498	NULL	NULL	Rogue River-Siskiyou National Forest near Prospect, east of River Bridge Campground, Jackson Co., Oregon, USA	USA, Oregon, Jackson Co., east of River Bridge Campground, Rogue River-Siskiyou National Forest near Prospect
18162	43.0469	43.0415	-90.9315	-90.9464	NULL	NULL	Millville Oak Woodlands State Natural Area, Wisconsin, USA	USA, Wisconsin, Millville Oak Woodlands State Natural Area
18163	41.3529	41.301	-73.0391	-73.1247	NULL	NULL	Derby, Connecticut, USA	USA, Connecticut, Derby
18165	37.2796	37.153	-84.1773	-84.2473	NULL	NULL	Scuttlehole Trail, Daniel Boone National Forest, Laurel Co, Kentucky, USA	USA, Kentucky, Laurel Co, Daniel Boone National Forest, Scuttlehole Trail
18166	45.3844	45.3827	-122.736	-122.74	NULL	NULL	Browns Ferry Park, Tualatin, Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co., Tualatin, Browns Ferry Park
18167	45.3499	45.347	-122.673	-122.677	NULL	NULL	Fields Bridge Park, West Linn, Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co., West Linn, Fields Bridge Park
18168	47.7147	47.7066	-121.344	-121.366	NULL	NULL	Skykomish, King Co., Washington, USA	USA, Washington, King Co., Skykomish
18169	42.8945	42.7152	-122.416	-122.554	NULL	NULL	Rogue River-Siskiyou NF near Prospect, Jackson Co., Oregon, USA	USA, Oregon, Jackson Co., Rogue River-Siskiyou NF near Prospect
18171	41.7089	41.7062	-87.8722	-87.8749	NULL	NULL	Cook County Forest Preserve, Illinois, USA	USA, Illinois, Cook County Forest Preserve
18172	4.81815	4.80152	-74.0957	-74.1101	NULL	NULL	Cota, Colombia	Colombia, Cota
18173	48.0938	48.0788	-115.118	-115.15	NULL	NULL	Happys Inn, Montana, USA	USA, Montana, Happys Inn
18174	45.9083	45.843	22.9667	22.8598	NULL	NULL	Deva, Romania	Romania, Deva
18175	50.6644	50.6431	-102.052	-102.091	NULL	NULL	Esterhazy, Saskatchewan, Canada	Canada, Saskatchewan, Esterhazy
18176	38.055	38.0416	-91.0719	-91.0891	NULL	NULL	Brazil Creek, Washington Co., Missouri, USA	USA, Missouri, Washington Co., Brazil Creek
18177	43.756	43.7435	-89.5131	-89.5345	NULL	NULL	Summerton Bog State Natural Area, Wisconsin, USA	USA, Wisconsin, Summerton Bog State Natural Area
18178	39.0417	38.8421	-114.124	-114.362	NULL	NULL	Great Basin National Park, White Pine Co., Nevada, USA	USA, Nevada, White Pine Co., Great Basin National Park
18179	41.9428	41.9385	-75.2801	-75.2904	NULL	NULL	Gales Property, Starlight, Pennsylvania, USA	USA, Pennsylvania, Starlight, Gales Property
18180	14.122	10.7393	79.7964	77.8308	NULL	NULL	Melpattu, Jawadhi Hills, eastern Ghats, Tamil Nadu, India	India, Tamil Nadu, eastern Ghats, Jawadhi Hills, Melpattu
18181	41.7605	41.6475	-70.1177	-70.2407	NULL	NULL	Dennis, Massachusetts, USA	USA, Massachusetts, Dennis
18182	41.8975	41.8941	-70.7415	-70.7485	NULL	NULL	Ward St., Carver, Massachusetts, USA	USA, Massachusetts, Carver, Ward St.
18183	41.7044	41.7016	-70.3162	-70.3173	NULL	NULL	Lothrop Hill Cemetery, Barnstable, Massachusetts, USA	USA, Massachusetts, Barnstable, Lothrop Hill Cemetery
18184	44.1708	44.0913	-103.452	-103.487	1367	NULL	Steamboat Rock, South Dakota, USA	USA, South Dakota, Steamboat Rock
18185	38.1833	38.1738	-78.3596	-78.3783	166	NULL	Preddy Creek Park, Albemarle Co., Virginia, USA	USA, Virginia, Albemarle Co., Preddy Creek Park
18186	38.3452	38.3311	-77.1463	-77.1659	NULL	NULL	Caledon State Park, King George Co., Virginia, USA	USA, Virginia, King George Co., Caledon State Park
18187	40.8983	40.8775	-80.3213	-80.3493	NULL	NULL	Wampum, Pennsylvania, USA	USA, Pennsylvania, Wampum
18188	14.8522	12.8522	-89.008	-91.008	NULL	NULL	Cantón El Sincuyo, Tacuba, Ahuachapán, El Salvador	El Salvador, Ahuachapán, Tacuba, Cantón El Sincuyo
18189	42.4328	42.4118	-89.8237	-89.8493	NULL	NULL	Le-Aqua-Na State Park, Lena, Illinois, USA	USA, Illinois, Lena, Le-Aqua-Na State Park
18190	42.938	42.9315	-88.4647	-88.4756	NULL	NULL	Scuppernong Springs, Wisconsin, USA	USA, Wisconsin, Scuppernong Springs
18192	33.3603	32.1425	-89.64	-90.3876	NULL	NULL	Gray Center, Way Rd., Canton, Mississippi, USA	USA, Mississippi, Canton, Way Rd., Gray Center
18193	34.037	33.9744	-87.7458	-87.8026	NULL	NULL	Brilliant, Alabama, USA	USA, Alabama, Brilliant
18194	42.0856	42.017	-70.1467	-70.2502	NULL	NULL	Provincetown, Massachusetts, USA	USA, Massachusetts, Provincetown
18195	33.2488	33.2461	-83.9318	-83.9345	NULL	NULL	678 Lake Clark Rd., Flovilla, Georgia, USA	USA, Georgia, Flovilla, 678 Lake Clark Rd.
18196	38.3775	38.299	-79.2983	-79.3886	NULL	NULL	George Washington National Forest, Ramsey's Draft Wilderness and Shenandoah Mountain Trail, Virginia, USA	USA, Virginia, Ramsey's Draft Wilderness and Shenandoah Mountain Trail, George Washington National Forest
18197	0.532691	-0.436502	-73.5435	-75.4687	200	50	Resguardo Aguas Negras, Caquetá, Colombia	Colombia, Caquetá, Resguardo Aguas Negras
18198	18.4662	18.4635	-66.4739	-66.4766	NULL	NULL	Los Tubos MTB Trail, Manatí, Puerto Rico, USA	USA, Puerto Rico, Manatí, Los Tubos MTB Trail
18199	40.6732	40.5962	-79.8127	-79.9254	NULL	NULL	West Deer Township, Allegheny Co., Pennsylvania, USA	USA, Pennsylvania, Allegheny Co., West Deer Township
18200	32.9319	32.8576	-116.992	-117.112	NULL	NULL	Scripps Ranch, San Diego, California, USA	USA, California, San Diego, Scripps Ranch
18201	42.4519	42.4409	-90.0438	-90.0587	NULL	NULL	Apple River Canyon State Park, Stockton, Illinois, USA	USA, Illinois, Stockton, Apple River Canyon State Park
18202	26.4104	26.4077	-80.0956	-80.0983	NULL	NULL	Yamato Scrub Natural Area, Boca Raton, Florida, USA	USA, Florida, Boca Raton, Yamato Scrub Natural Area
18203	34.8847	34.8676	-84.2357	-84.256	NULL	NULL	Morganton, Fannin Co., Georgia, USA	USA, Georgia, Fannin Co., Morganton
18204	43.9052	43.8825	-103.403	-103.454	NULL	NULL	Keystone, South Dakota, USA	USA, South Dakota, Keystone
